carat,cut,color,clarity,depth,table,price,x,y,z
1.22,Premium,I,SI1,61.2,59.0,6978.400000000001,6.86,6.9,4.21
1.02,Premium,F,SI1,61.4,58.0,6979.7,6.48,6.41,3.96
1.13,Very Good,J,VS1,62.1,59.0,6981.0,6.64,6.71,4.14
1.05,Premium,H,VS2,62.7,59.0,6981.0,6.43,6.49,4.05
1.05,Very Good,H,VS2,59.0,59.0,6981.0,6.68,6.71,3.95
1.1,Ideal,H,SI1,62.0,57.0,6981.0,6.66,6.7,4.14
1.37,Premium,J,VS1,60.0,62.0,6981.0,7.24,7.21,4.33
1.27,Very Good,I,SI2,59.7,57.0,6982.3,6.99,7.04,4.19
1.01,Very Good,E,SI1,61.5,60.0,6983.6,6.39,6.42,3.94
1.16,Very Good,G,SI1,60.5,60.0,6983.6,6.86,6.77,4.12
1.01,Ideal,E,SI1,62.1,57.0,6983.6,6.4,6.45,3.99
1.2,Very Good,D,SI2,63.1,57.0,6984.900000000001,6.68,6.75,4.24
0.81,Ideal,E,VVS2,62.2,53.7,6984.900000000001,5.97,5.99,3.72
1.07,Ideal,I,VS1,62.0,53.0,6984.900000000001,6.61,6.62,4.1
1.2,Ideal,I,SI2,61.1,57.0,6984.900000000001,6.86,6.89,4.2
0.9,Ideal,E,SI1,61.9,54.0,6984.900000000001,6.19,6.22,3.84
1.06,Ideal,H,VS2,61.2,55.0,6984.900000000001,6.61,6.57,4.03
1.17,Ideal,H,SI2,61.4,56.0,6984.900000000001,6.83,6.76,4.17
1.23,Premium,H,SI2,61.2,57.0,6984.900000000001,6.89,6.86,4.21
1.12,Very Good,F,SI1,61.4,63.0,6986.2,6.7,6.68,4.11
1.12,Very Good,H,SI2,61.7,59.0,6987.5,6.67,6.71,4.13
1.08,Very Good,H,SI1,61.8,53.0,6987.5,6.62,6.63,4.09
0.93,Ideal,H,VS1,61.8,55.0,6987.5,6.28,6.26,3.88
1.01,Ideal,E,SI1,62.9,56.0,6987.5,6.41,6.38,4.02
1.2,Premium,I,VVS2,63.0,60.0,6988.8,6.71,6.63,4.2
1.2,Very Good,J,VS1,63.1,59.0,6988.8,6.75,6.65,4.23
1.09,Ideal,H,SI1,62.1,55.0,6988.8,6.6,6.64,4.11
1.0,Fair,E,VS2,65.0,58.0,6988.8,6.21,6.16,4.02
1.13,Premium,D,SI2,62.0,58.0,6988.8,6.68,6.64,4.13
1.13,Premium,G,SI1,60.9,60.0,6988.8,6.76,6.67,4.09
1.2,Premium,H,SI2,62.2,58.0,6988.8,6.79,6.74,4.21
1.2,Ideal,I,SI1,63.5,61.0,6988.8,6.75,6.71,4.27
1.2,Ideal,I,SI1,62.6,58.0,6988.8,6.74,6.71,4.21
1.28,Premium,H,SI2,60.2,60.0,6988.8,6.97,6.93,4.31
1.2,Premium,H,SI2,62.5,58.0,6988.8,6.81,6.76,4.24
1.2,Premium,H,SI2,62.3,58.0,6988.8,6.81,6.76,4.23
1.2,Premium,H,SI2,62.0,58.0,6988.8,6.91,6.76,4.24
1.0,Good,E,VS2,64.0,58.0,6988.8,6.24,6.2,3.99
1.03,Ideal,I,VS2,61.2,56.0,6991.400000000001,6.5,6.51,3.98
1.13,Ideal,I,SI2,62.0,55.0,6991.400000000001,6.68,6.7,4.15
1.18,Ideal,I,SI1,61.5,56.0,6991.400000000001,6.77,6.82,4.18
1.01,Good,F,SI1,62.4,59.0,6991.400000000001,6.29,6.33,3.94
1.03,Ideal,F,SI1,61.3,57.0,6991.400000000001,6.58,6.51,4.01
1.01,Good,E,SI1,64.3,59.0,6992.7,6.23,6.28,4.02
1.04,Very Good,E,SI1,63.5,56.0,6995.3,6.41,6.37,4.06
1.24,Premium,D,SI2,59.9,59.0,6996.6,7.01,6.95,4.18
1.31,Very Good,J,SI1,62.5,55.0,6996.6,6.97,7.05,4.38
1.14,Ideal,H,SI1,62.3,56.0,6996.6,6.69,6.77,4.19
1.02,Very Good,H,VS2,62.4,57.0,6997.900000000001,6.43,6.35,3.99
1.01,Very Good,F,SI1,61.9,58.0,6997.900000000001,6.41,6.44,3.98
1.11,Very Good,F,SI1,60.1,61.0,6999.2,6.64,6.74,4.06
1.13,Ideal,H,SI1,62.3,56.0,6999.2,6.66,6.69,4.16
1.0,Good,E,SI1,58.0,60.0,6999.2,6.48,6.52,3.77
1.09,Premium,F,SI1,60.9,59.0,6999.2,6.64,6.59,4.03
1.15,Premium,G,SI1,63.0,59.0,6999.2,6.68,6.63,4.19
1.09,Premium,F,SI1,62.7,58.0,6999.2,6.56,6.51,4.1
1.0,Very Good,G,VS2,60.0,55.0,7000.5,6.41,6.52,3.88
1.2,Ideal,G,SI2,62.2,56.0,7000.5,6.74,6.84,4.22
1.0,Ideal,I,VS1,60.4,55.0,7000.5,6.49,6.52,3.93
1.01,Fair,D,SI1,66.0,57.0,7000.5,6.29,6.22,4.13
1.01,Fair,D,SI1,65.0,57.0,7000.5,6.3,6.22,4.07
1.01,Very Good,D,SI1,60.8,57.0,7001.8,6.58,6.54,3.99
0.9,Ideal,F,VS1,61.6,56.0,7001.8,6.2,6.23,3.83
1.11,Ideal,H,SI1,62.7,56.0,7001.8,6.65,6.59,4.15
1.23,Good,J,VS2,63.6,57.0,7001.8,6.79,6.74,4.3
0.9,Very Good,E,SI1,61.4,56.0,7003.1,6.19,6.23,3.81
1.01,Ideal,H,SI1,61.7,57.0,7003.1,6.37,6.44,3.96
1.01,Ideal,H,SI1,61.2,57.0,7003.1,6.42,6.47,3.95
1.01,Ideal,G,SI1,61.2,57.0,7003.1,6.44,6.5,3.96
1.3,Ideal,H,VS2,62.9,56.0,7003.1,7.0,6.96,4.39
1.21,Premium,F,SI2,61.5,61.0,7003.1,6.82,6.77,4.18
1.21,Very Good,I,VS2,63.4,57.0,7003.1,6.79,6.72,4.28
1.0,Premium,H,VS1,61.5,57.0,7003.1,6.44,6.37,3.94
1.0,Premium,H,VS1,60.7,59.0,7003.1,6.44,6.4,3.9
1.21,Ideal,I,VS2,62.3,58.0,7003.1,6.79,6.75,4.22
1.16,Ideal,H,SI2,60.9,59.0,7004.400000000001,6.72,6.78,4.11
1.21,Ideal,J,SI1,62.7,55.2,7007.0,6.79,6.84,4.27
1.0,Very Good,D,SI1,62.1,58.0,7007.0,6.34,6.45,3.97
1.0,Very Good,D,SI1,62.1,61.0,7007.0,6.3,6.32,3.92
1.0,Very Good,D,SI1,61.3,54.0,7007.0,6.37,6.39,3.91
1.0,Premium,D,SI1,61.5,60.0,7007.0,6.34,6.38,3.91
1.19,Very Good,J,SI1,60.0,57.0,7007.0,6.93,6.89,4.15
0.92,Good,G,VVS2,58.8,57.0,7007.0,6.32,6.37,3.73
1.25,Premium,I,SI1,59.7,59.0,7007.0,7.03,6.97,4.18
1.12,Ideal,I,VS2,61.2,54.0,7009.6,6.74,6.77,4.13
1.14,Ideal,J,VS1,61.5,57.0,7009.6,6.7,6.73,4.13
1.06,Ideal,G,SI1,60.5,57.0,7010.900000000001,6.64,6.59,4.0
1.02,Very Good,H,VS2,60.6,60.0,7010.900000000001,6.55,6.48,3.95
1.01,Very Good,H,VS2,61.6,57.0,7010.900000000001,6.41,6.44,3.96
1.03,Very Good,E,SI2,61.7,54.9,7010.900000000001,6.46,6.52,4.01
1.03,Very Good,D,SI1,61.8,57.0,7010.900000000001,6.49,6.53,4.02
1.07,Ideal,E,SI2,61.4,57.0,7010.900000000001,6.62,6.57,4.05
1.06,Premium,D,SI2,62.5,56.0,7010.900000000001,6.61,6.47,4.09
0.91,Good,G,SI1,57.7,58.0,7012.2,6.33,6.4,3.67
1.01,Very Good,D,SI1,59.8,56.0,7012.2,6.57,6.6,3.94
1.25,Ideal,I,SI2,61.4,55.0,7013.5,6.92,6.99,4.27
1.11,Ideal,H,SI1,62.5,56.0,7013.5,6.65,6.63,4.15
1.11,Premium,H,VS2,60.9,57.0,7013.5,6.77,6.69,4.1
1.11,Premium,H,VS2,62.0,59.0,7013.5,6.66,6.59,4.11
1.11,Ideal,G,SI2,61.7,57.0,7013.5,6.69,6.65,4.12
1.25,Premium,J,VS2,62.2,59.0,7014.8,6.88,6.86,4.27
1.0,Premium,E,SI1,60.5,59.0,7014.8,6.45,6.4,3.89
1.0,Very Good,E,SI1,63.2,57.0,7014.8,6.39,6.36,4.03
1.0,Ideal,E,SI1,62.3,55.0,7014.8,6.41,6.34,3.97
1.0,Premium,E,SI1,61.7,58.0,7014.8,6.42,6.35,3.94
1.22,Very Good,E,SI1,63.4,56.0,7016.1,6.79,6.76,4.29
1.02,Ideal,G,SI1,61.5,57.0,7017.400000000001,6.54,6.44,3.99
1.02,Very Good,F,SI1,63.2,59.0,7017.400000000001,6.38,6.35,4.02
1.26,Premium,I,SI2,62.2,58.0,7017.400000000001,6.98,6.92,4.32
1.02,Premium,F,SI1,62.3,58.0,7017.400000000001,6.46,6.38,4.0
1.02,Ideal,F,SI1,62.8,55.0,7017.400000000001,6.43,6.4,4.03
1.26,Ideal,J,SI1,62.0,56.0,7017.400000000001,6.93,6.9,4.29
1.01,Premium,H,VS2,61.5,59.0,7020.0,6.49,6.48,3.99
1.05,Premium,E,SI2,60.3,61.0,7020.0,6.62,6.57,3.98
1.09,Ideal,I,VS1,62.7,54.0,7021.3,6.6,6.54,4.12
1.09,Premium,G,SI1,60.2,60.0,7022.6,6.7,6.66,4.02
1.0,Premium,H,VS2,62.4,59.0,7025.2,6.75,6.72,4.2
1.22,Premium,I,VS2,60.1,58.0,7026.5,6.92,7.0,4.18
2.14,Fair,J,I1,69.4,57.0,7026.5,7.74,7.7,5.36
1.07,Ideal,F,SI2,61.6,57.0,7026.5,6.56,6.53,4.03
1.21,Premium,G,SI2,62.7,59.0,7026.5,6.74,6.66,4.2
1.27,Ideal,F,SI2,62.0,55.0,7026.5,6.95,6.9,4.3
1.19,Ideal,D,SI2,60.4,55.0,7027.8,6.89,6.91,4.17
1.05,Very Good,H,SI1,60.5,58.0,7027.8,6.55,6.6,3.98
1.21,Good,H,SI1,63.8,64.0,7029.1,6.72,6.63,4.26
1.02,Premium,G,VS2,62.7,58.0,7029.1,6.44,6.36,4.01
1.49,Good,I,SI2,64.3,59.0,7029.1,7.2,7.1,4.6
1.23,Ideal,J,SI1,62.2,57.0,7029.1,6.89,6.81,4.26
1.1,Ideal,G,SI2,62.5,55.0,7029.1,6.61,6.66,4.15
1.0,Good,F,VS2,64.4,56.0,7029.1,6.23,6.28,4.03
1.2,Very Good,H,SI2,60.2,58.0,7030.400000000001,6.88,6.94,4.16
1.13,Very Good,D,SI2,62.3,60.0,7030.400000000001,6.59,6.7,4.14
1.2,Very Good,I,SI1,62.2,55.0,7030.400000000001,6.75,6.92,4.25
1.2,Very Good,I,SI1,60.0,60.0,7030.400000000001,6.81,6.89,4.11
1.2,Very Good,I,SI1,62.8,57.0,7030.400000000001,6.7,6.74,4.22
1.11,Ideal,G,SI1,61.9,57.0,7030.400000000001,6.63,6.66,4.11
0.3,Very Good,E,VS2,61.6,54.0,780.0,4.29,4.32,2.65
0.29,Ideal,G,VVS2,61.3,56.0,780.0,4.23,4.25,2.6
0.31,Ideal,G,VS1,62.3,54.0,780.0,4.35,4.38,2.72
0.31,Good,E,VS1,59.0,63.0,780.0,4.44,4.47,2.63
0.26,Very Good,H,VVS2,63.3,58.0,780.0,4.08,4.04,2.57
0.26,Premium,H,VVS1,62.5,58.0,780.0,4.11,4.08,2.56
0.26,Ideal,H,VVS1,61.2,56.0,780.0,4.16,4.11,2.53
0.26,Premium,H,VVS2,62.4,58.0,780.0,4.07,4.04,2.53
0.26,Ideal,H,IF,61.1,57.0,780.0,4.16,4.12,2.53
0.23,Very Good,F,VVS2,58.1,63.0,780.0,4.08,4.04,2.36
0.26,Premium,H,VVS1,59.8,59.0,780.0,4.17,4.12,2.48
0.41,Good,G,I1,63.8,56.0,780.0,4.74,4.7,3.01
0.41,Premium,I,SI2,60.6,59.0,780.0,4.84,4.8,2.92
0.38,Premium,J,VS1,62.1,60.0,780.0,4.6,4.64,2.87
0.36,Premium,F,SI1,61.1,59.0,780.0,4.58,4.62,2.81
0.38,Very Good,F,SI2,61.0,61.0,780.0,4.61,4.67,2.83
0.36,Very Good,F,SI1,60.3,58.0,780.0,4.6,4.65,2.79
0.36,Premium,F,SI1,61.1,59.0,780.0,4.55,4.59,2.79
0.36,Premium,F,SI1,62.3,59.0,780.0,4.5,4.56,2.82
0.36,Ideal,F,SI1,61.5,56.0,780.0,4.59,4.62,2.83
0.36,Ideal,F,SI1,62.0,56.0,780.0,4.54,4.59,2.83
0.36,Very Good,F,SI1,61.9,59.0,780.0,4.51,4.54,2.8
0.36,Premium,F,SI1,61.5,58.0,780.0,4.54,4.6,2.81
0.36,Ideal,F,SI1,60.1,56.0,780.0,4.62,4.67,2.79
0.36,Premium,F,SI1,61.6,60.0,780.0,4.54,4.61,2.82
0.36,Ideal,F,SI1,61.5,57.0,780.0,4.55,4.59,2.81
0.26,Very Good,E,VS2,62.8,58.0,781.3000000000001,4.0,4.06,2.53
0.38,Very Good,I,SI1,59.7,62.0,781.3000000000001,4.7,4.74,2.82
0.3,Ideal,F,VS2,62.1,53.3,781.3000000000001,4.3,4.32,2.68
0.3,Ideal,F,VS2,62.1,53.6,781.3000000000001,4.28,4.31,2.67
1.11,Premium,G,SI1,62.7,57.0,7030.400000000001,6.62,6.5,4.11
1.11,Premium,G,SI1,62.3,58.0,7030.400000000001,6.61,6.52,4.09
1.09,Ideal,D,SI2,61.7,59.0,7033.0,6.64,6.62,4.09
1.5,Premium,F,I1,60.6,62.0,7033.0,7.24,7.22,4.38
1.03,Premium,D,SI1,60.5,61.0,7033.0,6.47,6.43,3.9
1.13,Premium,H,SI1,62.1,58.0,7033.0,6.7,6.66,4.15
1.0,Premium,F,SI1,60.6,62.0,7033.0,6.43,6.4,3.89
1.01,Very Good,E,SI1,59.6,61.0,7034.3,6.47,6.51,3.87
1.01,Very Good,E,SI1,62.8,57.0,7034.3,6.35,6.39,4.0
0.91,Ideal,H,VVS2,61.7,57.0,7034.3,6.21,6.23,3.84
0.93,Ideal,E,VS2,62.4,56.0,7034.3,6.26,6.3,3.92
1.03,Ideal,E,SI1,62.0,55.0,7034.3,6.46,6.5,4.02
1.01,Good,E,SI1,63.2,59.0,7034.3,6.27,6.35,3.99
1.16,Fair,H,SI1,65.8,58.0,7034.3,6.54,6.46,4.28
1.16,Ideal,H,SI1,64.2,59.0,7034.3,6.66,6.61,4.26
1.23,Good,H,SI2,63.8,57.4,7035.6,6.72,6.78,4.31
1.5,Ideal,I,I1,61.8,57.0,7035.6,7.31,7.39,4.54
1.2,Ideal,I,SI1,61.8,56.0,7035.6,6.77,6.8,4.19
1.23,Premium,I,SI1,62.5,59.0,7035.6,6.8,6.84,4.26
1.23,Premium,J,VS1,62.7,58.0,7035.6,6.79,6.82,4.27
1.24,Ideal,J,VS2,61.7,55.0,7035.6,6.91,6.96,4.28
1.13,Ideal,D,SI2,60.1,55.0,7035.6,6.79,6.85,4.1
1.18,Ideal,I,SI1,61.3,55.6,7035.6,6.79,6.84,4.18
1.17,Ideal,D,SI2,62.5,56.0,7035.6,6.77,6.7,4.21
1.26,Ideal,D,SI2,61.6,56.0,7035.6,6.99,6.95,4.3
1.26,Premium,D,SI2,61.9,58.0,7035.6,6.88,6.81,4.24
1.0,Very Good,E,SI1,63.7,55.0,7036.900000000001,6.35,6.4,4.06
1.06,Very Good,H,VS2,60.7,59.0,7039.5,6.56,6.63,4.0
1.01,Good,H,VS1,63.8,59.0,7040.8,6.3,6.34,4.03
1.01,Very Good,E,SI1,62.8,59.0,7040.8,6.41,6.45,4.04
1.01,Premium,H,VS1,61.1,58.0,7040.8,6.45,6.48,3.95
1.01,Ideal,F,SI1,62.7,55.0,7040.8,6.45,6.4,4.03
1.5,Good,H,SI2,63.8,57.0,7040.8,7.21,7.14,4.58
1.04,Premium,H,VS2,62.7,61.0,7040.8,6.48,6.44,4.05
1.04,Ideal,H,VS2,59.3,57.0,7040.8,6.64,6.58,3.92
1.03,Ideal,H,SI1,61.1,56.0,7043.400000000001,6.5,6.53,3.98
1.03,Ideal,H,SI1,61.7,57.0,7043.400000000001,6.47,6.53,4.01
1.01,Good,G,VS2,64.4,58.0,7043.400000000001,6.23,6.31,4.04
1.29,Premium,H,SI2,61.0,57.0,7043.400000000001,7.13,6.95,4.31
1.28,Ideal,I,SI2,61.7,59.0,7044.7,6.96,6.92,4.28
1.08,Premium,D,SI1,61.6,56.0,7044.7,6.64,6.57,4.07
1.0,Good,F,VS2,63.1,56.0,7046.0,6.27,6.31,3.97
1.46,Premium,G,SI2,62.8,52.0,7047.3,7.31,7.27,4.58
1.3,Premium,G,SI2,61.8,57.0,7047.3,7.02,6.94,4.32
1.09,Ideal,I,VS2,61.9,56.0,7047.3,6.62,6.67,4.09
1.21,Premium,H,SI2,62.6,61.0,7047.3,6.75,6.7,4.21
1.21,Premium,I,SI1,59.3,59.0,7047.3,6.98,6.95,4.13
1.21,Ideal,J,VS1,62.3,55.0,7047.3,6.86,6.81,4.26
1.21,Premium,I,SI1,62.1,56.0,7047.3,6.92,6.76,4.25
1.01,Very Good,D,SI1,60.7,58.0,7048.6,6.49,6.45,3.93
0.81,Very Good,D,VVS2,63.9,56.0,7049.900000000001,5.79,5.91,3.74
1.17,Ideal,H,SI2,62.4,53.0,7049.900000000001,6.74,6.76,4.21
1.02,Very Good,E,SI1,60.6,59.0,7051.2,6.47,6.49,3.93
1.1,Ideal,H,SI1,61.4,55.0,7051.2,6.68,6.7,4.11
1.07,Premium,H,VS2,62.1,59.0,7051.2,6.56,6.52,4.06
1.14,Premium,G,SI1,62.7,58.0,7051.2,6.68,6.63,4.17
1.02,Ideal,D,SI2,61.7,58.0,7053.8,6.41,6.49,3.98
1.02,Ideal,G,SI1,62.1,55.0,7053.8,6.46,6.49,4.02
1.02,Ideal,H,VS2,62.0,57.0,7053.8,6.43,6.4,3.98
1.02,Premium,H,VS2,61.7,58.0,7053.8,6.45,6.41,3.97
1.24,Very Good,J,VS1,59.1,62.0,7055.1,7.06,7.04,4.17
1.27,Premium,F,SI2,61.0,61.0,7056.400000000001,7.01,6.95,4.26
1.11,Ideal,G,SI1,62.6,57.0,7056.400000000001,6.64,6.56,4.13
1.09,Ideal,H,SI1,60.9,55.0,7056.400000000001,6.72,6.69,4.08
1.02,Premium,E,SI1,62.8,58.0,7057.7,6.45,6.39,4.03
1.31,Good,H,SI2,64.1,57.0,7057.7,6.9,6.84,4.41
1.21,Premium,G,SI2,60.3,58.0,7059.0,6.9,6.96,4.18
1.02,Very Good,F,SI1,59.4,60.0,7059.0,6.48,6.59,3.88
2.15,Fair,J,I1,65.5,57.0,7059.0,8.01,7.95,5.23
1.01,Ideal,G,SI1,63.1,53.0,7059.0,6.36,6.42,4.03
0.91,Fair,E,VVS2,63.1,55.0,7059.0,6.13,6.0,3.83
1.01,Premium,E,SI1,62.4,59.0,7059.0,6.38,6.35,3.97
1.01,Fair,D,SI1,64.7,57.0,7059.0,6.33,6.25,4.07
1.01,Premium,E,VS2,62.3,59.0,7059.0,6.38,6.33,3.96
1.01,Good,E,VS2,63.8,59.0,7059.0,6.26,6.22,3.98
1.22,Good,I,VS2,57.2,60.0,7060.3,7.07,7.01,4.03
1.21,Premium,J,VVS2,61.7,60.0,7060.3,6.82,6.85,4.22
0.91,Ideal,E,SI1,62.3,55.0,7060.3,6.2,6.23,3.87
1.02,Premium,H,VS2,60.2,62.0,7061.6,6.54,6.46,3.91
1.01,Very Good,H,SI1,62.9,56.0,7062.900000000001,6.34,6.41,4.01
1.01,Very Good,H,SI1,61.2,60.0,7062.900000000001,6.41,6.44,3.93
1.05,Premium,E,SI1,61.2,58.0,7062.900000000001,6.57,6.53,4.01
1.15,Premium,H,SI1,62.0,58.0,7062.900000000001,6.77,6.71,4.18
1.11,Premium,H,SI1,62.5,58.0,7062.900000000001,6.64,6.61,4.14
1.11,Premium,H,SI1,61.1,60.0,7062.900000000001,6.68,6.62,4.06
1.26,Premium,H,SI2,60.9,57.0,7064.2,7.03,6.96,4.26
1.06,Very Good,G,SI1,61.3,60.0,7065.5,6.53,6.55,4.01
1.07,Ideal,F,SI1,59.4,57.0,7066.8,6.73,6.67,3.98
1.05,Ideal,E,SI1,62.1,57.0,7066.8,6.48,6.5,4.03
1.07,Premium,F,SI1,62.5,59.0,7066.8,6.57,6.52,4.09
1.22,Ideal,G,SI2,62.9,56.0,7066.8,6.86,6.78,4.29
1.22,Premium,G,SI2,58.3,61.0,7066.8,7.0,6.92,4.06
1.01,Ideal,E,SI2,61.5,55.0,7068.1,6.44,6.51,3.98
1.33,Premium,H,SI2,61.0,59.0,7068.1,7.1,7.06,4.32
1.05,Very Good,G,SI1,60.2,58.0,7069.400000000001,6.57,6.61,3.97
1.3,Premium,J,SI1,61.8,59.0,7069.400000000001,6.99,6.95,4.31
1.11,Good,G,SI2,59.7,61.0,7069.400000000001,6.72,6.69,4.0
0.9,Premium,E,VS1,59.4,59.0,7069.400000000001,6.31,6.28,3.74
1.01,Ideal,G,VS2,61.7,57.0,7070.7,6.44,6.49,3.99
0.9,Ideal,E,VS2,62.0,59.0,7070.7,6.17,6.21,3.84
1.08,Ideal,G,SI1,61.7,56.0,7070.7,6.6,6.63,4.08
1.19,Premium,I,VS2,61.7,57.0,7070.7,6.84,6.77,4.2
1.11,Premium,H,SI1,58.8,59.0,7070.7,6.79,6.74,3.98
1.27,Ideal,J,VS2,61.5,57.0,7074.6,6.93,6.98,4.28
1.01,Good,D,SI1,63.8,58.0,7075.900000000001,6.34,6.38,4.06
1.01,Premium,D,SI1,62.6,58.0,7075.900000000001,6.33,6.44,4.0
1.01,Good,D,SI1,61.7,62.0,7075.900000000001,6.3,6.34,3.9
1.01,Ideal,D,SI1,61.2,57.0,7075.900000000001,6.44,6.47,3.95
1.01,Very Good,D,SI1,62.9,59.0,7075.900000000001,6.39,6.43,4.03
1.01,Good,D,SI1,63.1,60.0,7075.900000000001,6.32,6.39,4.01
1.01,Good,D,SI1,61.8,60.0,7075.900000000001,6.35,6.37,3.93
1.01,Very Good,D,SI1,61.6,60.0,7075.900000000001,6.43,6.47,3.97
1.2,Very Good,H,SI1,63.5,58.0,7075.900000000001,6.69,6.73,4.26
1.24,Ideal,J,VS2,62.3,56.0,7075.900000000001,6.84,6.91,4.28
1.24,Ideal,E,SI2,59.2,55.0,7077.2,7.05,7.03,4.17
1.24,Very Good,I,VS1,61.4,63.0,7077.2,6.89,6.88,4.23
1.07,Ideal,G,SI1,61.9,55.0,7077.2,6.62,6.57,4.08
1.0,Premium,E,SI1,60.7,59.0,7078.5,6.38,6.41,3.88
1.0,Premium,E,SI1,62.6,60.0,7078.5,6.3,6.35,3.97
1.0,Premium,E,SI1,61.9,60.0,7078.5,6.37,6.46,3.97
1.06,Very Good,E,SI1,63.7,55.0,7078.5,6.45,6.49,4.12
1.2,Fair,F,SI2,63.4,60.0,7078.5,6.56,6.65,4.19
1.03,Ideal,G,SI1,60.5,55.0,7078.5,6.59,6.54,3.97
1.31,Premium,J,SI1,59.4,60.0,7079.8,7.06,7.12,4.21
1.31,Good,I,SI2,63.6,55.1,7079.8,6.92,6.98,4.42
1.04,Very Good,H,VS2,60.9,58.0,7081.1,6.5,6.6,3.99
1.12,Very Good,E,SI1,58.8,61.0,7081.1,6.74,6.8,3.98
1.37,Good,I,VS2,64.1,58.0,7083.7,6.92,6.9,4.43
1.11,Premium,H,VS2,61.7,58.0,7085.0,6.64,6.69,4.11
1.11,Very Good,H,VS2,62.4,58.0,7085.0,6.57,6.69,4.14
1.31,Very Good,J,SI1,62.3,55.0,7085.0,6.98,7.02,4.36
0.9,Ideal,E,SI1,62.0,56.0,7085.0,6.18,6.2,3.84
1.2,Very Good,D,SI2,62.6,57.0,7086.3,6.74,6.84,4.25
1.18,Very Good,I,VS1,62.2,57.0,7086.3,6.72,6.76,4.19
1.12,Ideal,G,SI1,62.0,55.0,7086.3,6.65,6.68,4.13
1.04,Very Good,G,VS2,61.4,63.0,7086.3,6.55,6.51,4.01
1.24,Ideal,J,VS2,62.8,56.0,7086.3,6.83,6.8,4.28
1.21,Very Good,J,VS1,62.6,57.0,7087.6,6.71,6.8,4.23
1.21,Very Good,I,SI1,62.9,55.0,7087.6,6.69,6.76,4.23
1.18,Ideal,G,SI2,60.5,55.0,7087.6,6.9,6.85,4.16
0.92,Very Good,E,VS1,60.9,61.0,7088.900000000001,6.22,6.25,3.8
1.07,Premium,G,SI1,61.6,58.0,7088.900000000001,6.6,6.56,4.05
1.07,Ideal,G,SI1,60.2,57.0,7088.900000000001,6.7,6.59,4.0
1.16,Premium,H,SI1,61.2,58.0,7090.2,6.76,6.81,4.15
1.02,Premium,H,VS2,62.4,58.0,7090.2,6.43,6.39,4.0
1.27,Very Good,J,VS2,61.8,60.0,7091.5,6.9,6.94,4.28
1.03,Very Good,I,VS1,62.9,53.0,7091.5,6.45,6.5,4.07
1.02,Very Good,H,SI1,61.0,59.0,7091.5,6.48,6.53,3.97
1.27,Ideal,J,SI1,61.4,57.0,7091.5,6.97,7.0,4.29
1.02,Premium,F,SI1,61.0,59.0,7091.5,6.58,6.47,3.98
1.08,Ideal,I,VS2,61.8,54.0,7091.5,6.6,6.57,4.07
1.24,Very Good,I,SI1,60.4,58.0,7092.8,6.95,7.02,4.22
1.06,Very Good,H,VS1,62.2,59.0,7092.8,6.47,6.52,4.04
1.02,Very Good,E,SI1,63.2,60.0,7092.8,6.33,6.42,4.03
1.12,Ideal,D,SI2,62.6,57.0,7092.8,6.61,6.65,4.15
1.11,Ideal,H,SI1,62.3,55.0,7092.8,6.7,6.65,4.16
1.11,Ideal,H,SI1,61.6,56.0,7092.8,6.69,6.65,4.11
1.21,Very Good,I,SI1,60.6,56.0,7094.1,6.89,6.97,4.2
1.05,Ideal,F,SI1,62.0,55.0,7094.1,6.5,6.54,4.04
1.12,Ideal,H,SI1,60.7,56.0,7094.1,6.74,6.7,4.08
1.13,Ideal,E,SI2,62.2,56.0,7094.1,6.7,6.66,4.16
1.01,Ideal,H,SI1,62.7,56.0,7094.1,6.37,6.42,4.01
1.16,Premium,I,VS1,60.4,59.0,7094.1,6.89,6.82,4.14
1.14,Premium,H,SI1,59.3,59.0,7095.400000000001,6.8,6.76,4.02
1.0,Ideal,E,SI1,61.9,56.0,7095.400000000001,6.37,6.45,3.97
0.91,Ideal,E,SI1,61.9,55.0,7095.400000000001,6.21,6.23,3.85
1.2,Good,I,SI1,64.4,61.0,7095.400000000001,6.52,6.59,4.22
1.18,Premium,G,SI1,62.1,59.0,7095.400000000001,6.75,6.71,4.18
1.14,Premium,H,SI1,61.9,58.0,7095.400000000001,6.71,6.67,4.14
1.14,Very Good,H,SI1,63.1,58.0,7095.400000000001,6.69,6.6,4.19
1.06,Ideal,J,VS2,61.4,56.0,7096.7,6.55,6.6,4.04
1.0,Fair,H,VS1,55.8,60.0,7098.0,6.66,6.61,3.7
1.5,Fair,D,I1,64.7,62.0,7098.0,7.19,7.04,4.6
1.5,Premium,G,SI2,61.7,55.0,7098.0,7.39,7.32,4.54
1.01,Very Good,E,SI1,60.0,60.0,7099.3,6.43,6.51,3.88
1.01,Very Good,E,SI1,62.1,56.0,7099.3,6.43,6.48,4.01
1.06,Ideal,G,SI1,62.9,56.0,7099.3,6.52,6.49,4.09
1.06,Premium,H,SI1,61.0,60.0,7099.3,6.59,6.56,4.01
1.21,Premium,H,VS2,60.8,62.0,7099.3,6.82,6.78,4.13
1.29,Very Good,I,SI1,62.2,58.0,7101.900000000001,6.94,6.99,4.33
1.29,Premium,J,VS1,61.7,59.0,7101.900000000001,6.93,6.97,4.29
